OBJECTID,FID_road,FCLASS,URBAN_CODE,ROUNDED_SPEED,Volume,Capacity,VCR,Artificial,MODE_TYPE,MILES,FID_HighwayBridge_3state,HighwayBridgeId,BridgeClass,Tract,Name,Owner,BridgeType,Width,NumSpans,Length,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude,Comment
275,44619,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,3.975123525260680,19710,ID000098,HWB5 ,16077960200,SUNBEAM ROAD GS,State Highway Agency,102,12.0000000,3,33,11,0,,,1959,,,,N,3650,,666,1300.077299999999923,42.776724999999999,-112.848755999999995,
276,44619,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,3.975123525260680,19711,ID000099,HWB5 ,16077960200,SUNBEAM ROAD GS,State Highway Agency,102,12.0000000,3,33,11,0,,,1959,,,,N,3650,,666,1300.077299999999923,42.776891999999997,-112.849028000000004,
277,45874,1,99999,75,10500.000000000000000,28053.030303030300274,0.374291115311909,0,road,11.191117219119500,19774,ID000678,HWB5 ,16053970100,BODENHEIMER ROAD GS,State Highway Agency,102,12.0000000,3,35,11,0,,,1966,,,,N,10000,,666,1378.869899999999916,42.576113999999997,-114.251439000000005,Functionally Obsolete
278,45874,1,99999,75,10500.000000000000000,28053.030303030300274,0.374291115311909,0,road,11.191117219119500,19775,ID000679,HWB5 ,16053970100,BODENHEIMER ROAD GS,State Highway Agency,102,12.0000000,3,35,11,0,,,1966,,,,N,10000,,566,1378.869899999999916,42.576383000000000,-114.251441999999997,Functionally Obsolete
279,167546,3,99998,60,1033.000000000000000,11072.128676470600112,0.093297326122594,0,road,0.746782597349044,16799,ID000419,HWB3 ,16083001000,PERRINE COULEE CANAL,State Highway Agency,107,80.0000000,1,8,8,36,,,1960,,,,5,15000,,666,2241.696699999999964,42.548485999999997,-114.440641999999997,
280,168379,3,99998,60,950.000000000000000,10093.750000000000000,0.094117647058824,0,road,1.093586895323090,16799,ID000419,HWB3 ,16083001000,PERRINE COULEE CANAL,State Highway Agency,107,80.0000000,1,8,8,36,,,1960,,,,5,15000,,666,2241.696699999999964,42.548485999999997,-114.440641999999997,
281,25776,1,70426,65,9500.000000000000000,28401.515151515148318,0.334489197119232,0,road,0.013985867523520,15832,ID000161,HWB17,16005000600,I 15B;S.POCATELLO IC,State Highway Agency,502,10.0000000,4,86,22,59,,,1965,,,,N,9000,,665,2823.400299999999788,42.839680999999999,-112.410518999999994,Functionally Obsolete
282,26207,1,70426,65,8250.000000000000000,28098.484848484851682,0.293610137503370,0,road,0.397542323093508,15832,ID000161,HWB17,16005000600,I 15B;S.POCATELLO IC,State Highway Agency,502,10.0000000,4,86,22,59,,,1965,,,,N,9000,,665,2823.400299999999788,42.839680999999999,-112.410518999999994,Functionally Obsolete
283,26208,1,70426,65,9500.000000000000000,28401.515151515148318,0.334489197119232,0,road,2.569213025134070,15832,ID000161,HWB17,16005000600,I 15B;S.POCATELLO IC,State Highway Agency,502,10.0000000,4,86,22,59,,,1965,,,,N,9000,,665,2823.400299999999788,42.839680999999999,-112.410518999999994,Functionally Obsolete
284,125033,3,70426,45,3000.000000000000000,8395.000000000000000,0.357355568790947,0,road,0.169744463306363,15832,ID000161,HWB17,16005000600,I 15B;S.POCATELLO IC,State Highway Agency,502,10.0000000,4,86,22,59,,,1965,,,,N,9000,,665,2823.400299999999788,42.839680999999999,-112.410518999999994,Functionally Obsolete
285,125036,3,70426,45,3000.000000000000000,8395.000000000000000,0.357355568790947,0,road,0.107839001158374,15832,ID000161,HWB17,16005000600,I 15B;S.POCATELLO IC,State Highway Agency,502,10.0000000,4,86,22,59,,,1965,,,,N,9000,,665,2823.400299999999788,42.839680999999999,-112.410518999999994,Functionally Obsolete
286,25776,1,70426,65,9500.000000000000000,28401.515151515148318,0.334489197119232,0,road,0.013985867523520,15833,ID000162,HWB17,16005000600,I 15B;S.POCATELLO IC,State Highway Agency,502,10.0000000,4,86,22,59,,,1965,,,,N,9000,,855,2823.400299999999788,42.840224999999997,-112.411102999999997,Functionally Obsolete
287,26207,1,70426,65,8250.000000000000000,28098.484848484851682,0.293610137503370,0,road,0.397542323093508,15833,ID000162,HWB17,16005000600,I 15B;S.POCATELLO IC,State Highway Agency,502,10.0000000,4,86,22,59,,,1965,,,,N,9000,,855,2823.400299999999788,42.840224999999997,-112.411102999999997,Functionally Obsolete
288,26208,1,70426,65,9500.000000000000000,28401.515151515148318,0.334489197119232,0,road,2.569213025134070,15833,ID000162,HWB17,16005000600,I 15B;S.POCATELLO IC,State Highway Agency,502,10.0000000,4,86,22,59,,,1965,,,,N,9000,,855,2823.400299999999788,42.840224999999997,-112.411102999999997,Functionally Obsolete
289,125033,3,70426,45,3000.000000000000000,8395.000000000000000,0.357355568790947,0,road,0.169744463306363,15833,ID000162,HWB17,16005000600,I 15B;S.POCATELLO IC,State Highway Agency,502,10.0000000,4,86,22,59,,,1965,,,,N,9000,,855,2823.400299999999788,42.840224999999997,-112.411102999999997,Functionally Obsolete
290,125036,3,70426,45,3000.000000000000000,8395.000000000000000,0.357355568790947,0,road,0.107839001158374,15833,ID000162,HWB17,16005000600,I 15B;S.POCATELLO IC,State Highway Agency,502,10.0000000,4,86,22,59,,,1965,,,,N,9000,,855,2823.400299999999788,42.840224999999997,-112.411102999999997,Functionally Obsolete
291,276939,4,99999,60,1429.000000000000000,11265.463157894750111,0.126847869454756,0,road,1.109509777346190,15550,ID000471,HWB12,16077960200,SNAKE R.;AM.FALLS DAM BR,State Highway Agency,302,13.0000000,11,176,15,0,,,1978,,,,8,2700,,777,11017.944299999999203,42.779206000000002,-112.874927999999997,
292,276939,4,99999,60,1429.000000000000000,11265.463157894750111,0.126847869454756,0,road,1.109509777346190,15661,ID000470,HWB15,16077960200,SNAKE R.;AM.FALLS BR.,State Highway Agency,403,11.0000000,9,349,78,0,,,1975,,,,8,2600,,756,18486.839199999998527,42.779206000000002,-112.874927999999997,
293,44619,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,3.975123525260680,16674,ID000100,HWB3 ,16077960200,PRIVATE RD.;MACHINE PASS,State Highway Agency,107,15.0000000,1,7,7,0,,,1959,,,,N,3650,,777,367.778399999999976,42.784371999999998,-112.840102999999999,
294,44619,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,3.975123525260680,16675,ID000101,HWB3 ,16077960200,PRIVATE RD.;MACHINE PASS,State Highway Agency,107,15.0000000,1,7,7,0,,,1959,,,,N,3650,,777,367.778399999999976,42.784553000000002,-112.840385999999995,
295,179854,3,99999,55,115.000000000000000,7990.370370370350429,0.014392324093817,0,road,1.196669094241550,15988,ID001281,HWB17,16005001603,PORTNEUF RIVER,City or Municipal High...,504,14.0000000,3,36,12,17,,,1967,,,,5,9300,,657,1654.643900000000031,42.842593999999998,-112.428866999999997,
296,45869,1,99999,75,10500.000000000000000,23356.060606060600549,0.449562114823224,0,road,0.376835107288827,15878,ID000516,HWB17,16053970100,I 84 EB-WB;KIMBERLY IC,State Highway Agency,502,21.0000000,5,69,15,15,,,1964,,,,N,6400,,666,4757.101200000000063,42.577382999999998,-114.296317000000002,
297,45870,1,99999,75,10500.000000000000000,23356.060606060600549,0.449562114823224,0,road,8.847598413358879,15878,ID000516,HWB17,16053970100,I 84 EB-WB;KIMBERLY IC,State Highway Agency,502,21.0000000,5,69,15,15,,,1964,,,,N,6400,,666,4757.101200000000063,42.577382999999998,-114.296317000000002,
298,307400,5,99999,65,800.000000000000000,28141.666666666649689,0.028427598460172,0,road,0.061058041103721,15878,ID000516,HWB17,16053970100,I 84 EB-WB;KIMBERLY IC,State Highway Agency,502,21.0000000,5,69,15,15,,,1964,,,,N,6400,,666,4757.101200000000063,42.577382999999998,-114.296317000000002,
299,308230,5,99999,65,550.000000000000000,27541.666666666649689,0.019969742813918,0,road,0.237178461529231,15878,ID000516,HWB17,16053970100,I 84 EB-WB;KIMBERLY IC,State Highway Agency,502,21.0000000,5,69,15,15,,,1964,,,,N,6400,,666,4757.101200000000063,42.577382999999998,-114.296317000000002,
300,195621,3,99999,60,2357.000000000000000,5596.229050279350304,0.421176470588234,0,road,1.731349886810520,18688,ID000842,HWB4 ,16083000500,LOW LINE CANAL,State Highway Agency,502,18.0000000,1,32,30,45,,,1994,,,,8,4600,,776,2395.637600000000020,42.535997000000002,-114.574753000000001,
301,44619,1,99999,75,3200.000000000000000,26820.853080568700534,0.119310149844501,0,road,3.975123525260680,16253,ID002889,HWB19,16077960200,I 86 EB-WB; AM. FALLS IC,State Highway Agency,502,18.0000000,2,79,39,40,,,2011,,,,N,3500,,688,5914.230300000000170,42.793056000000000,-112.828610999999995,
302,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,16253,ID002889,HWB19,16077960200,I 86 EB-WB; AM. FALLS IC,State Highway Agency,502,18.0000000,2,79,39,40,,,2011,,,,N,3500,,688,5914.230300000000170,42.793056000000000,-112.828610999999995,
303,26208,1,70426,65,9500.000000000000000,28401.515151515148318,0.334489197119232,0,road,2.569213025134070,19722,ID000163,HWB5 ,16005000600,BARTON RD.GS,State Highway Agency,102,12.0000000,3,34,11,0,,,1964,,,,N,10500,,855,1339.473600000000033,42.851964000000002,-112.415239000000000,Functionally Obsolete
304,26208,1,70426,65,9500.000000000000000,28401.515151515148318,0.334489197119232,0,road,2.569213025134070,19723,ID000164,HWB5 ,16005000600,BARTON RD.GS,State Highway Agency,102,12.0000000,3,34,11,0,,,1964,,,,N,10500,,855,1339.473600000000033,42.851897000000001,-112.415588999999997,Functionally Obsolete
305,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,15738,ID000468,HWB16,16077960200,UPRR;AMR.FALLS NORTH OP,State Highway Agency,402,12.0000000,3,126,47,0,,,1992,,,,N,3200,,776,9267.399699999999939,42.801766999999998,-112.814324999999997,
306,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,16676,ID000102,HWB3 ,16077960200,KOPP ROAD GS,State Highway Agency,107,15.0000000,1,7,7,0,,,1959,,,,N,5750,,776,367.778399999999976,42.804036000000004,-112.810006000000001,Functionally Obsolete
307,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,16677,ID000103,HWB3 ,16077960200,KOPP ROAD GS,State Highway Agency,107,15.0000000,1,7,7,0,,,1959,,,,N,5750,,777,367.778399999999976,42.804239000000003,-112.810255999999995,Functionally Obsolete
308,124947,3,70426,50,6500.000000000000000,14183.333333333350311,0.458284371327847,0,road,0.262844221629053,15572,ID001253,HWB12,16005001603,FIRST AVE;UPRR;BENTON OP,City or Municipal High...,302,21.0000000,13,272,35,0,,,1977,1977,,,N,13000,,663,27506.336500000001251,42.859941999999997,-112.445711000000003,Structurally Deficient
309,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,16678,ID000104,HWB3 ,16077960200,LEYSHON ROAD GS,State Highway Agency,107,15.0000000,1,7,7,0,,,1959,,,,N,5750,,777,367.778399999999976,42.814957999999997,-112.792277999999996,Functionally Obsolete
310,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,16679,ID000105,HWB3 ,16077960200,LEYSHON ROAD GS,State Highway Agency,107,15.0000000,1,7,7,0,,,1959,,,,N,5750,,777,367.778399999999976,42.815167000000002,-112.792517000000004,Functionally Obsolete
311,26208,1,70426,65,9500.000000000000000,28401.515151515148318,0.334489197119232,0,road,2.569213025134070,19724,ID000165,HWB5 ,16005000600,SMA 7461;E. TERRY ST,State Highway Agency,102,12.0000000,4,46,11,8,,,1964,,,,N,10500,,855,1812.229000000000042,42.867144000000003,-112.421075000000002,Functionally Obsolete
312,26208,1,70426,65,9500.000000000000000,28401.515151515148318,0.334489197119232,0,road,2.569213025134070,19725,ID000166,HWB5 ,16005000600,SMA 7461;E. TERRY ST,State Highway Agency,102,12.0000000,4,46,11,8,,,1964,,,,N,10500,,865,1812.229000000000042,42.867108000000002,-112.421441999999999,Functionally Obsolete
313,45870,1,99999,75,10500.000000000000000,23356.060606060600549,0.449562114823224,0,road,8.847598413358879,16047,ID001731,HWB17,16053970100,I 84;VINYARD RD GS,State Highway Agency,502,9.0000000,5,67,15,0,,,1965,,,,N,70,,766,1979.663199999999961,42.597071999999997,-114.335633000000001,
314,194935,3,99999,60,883.000000000000000,12921.187500000000000,0.068337372242296,0,road,0.534230232768463,18656,ID000417,HWB4 ,16083000500,US 30/US 93 INTERCHANGE,State Highway Agency,506,23.0000000,1,46,46,0,,,1997,,,,N,10000,,777,4400.320499999999811,42.564003000000000,-114.574758000000003,
315,195534,3,99999,60,1850.000000000000000,14690.142517814749226,0.125934789111577,0,road,0.233335408369231,18656,ID000417,HWB4 ,16083000500,US 30/US 93 INTERCHANGE,State Highway Agency,506,23.0000000,1,46,46,0,,,1997,,,,N,10000,,777,4400.320499999999811,42.564003000000000,-114.574758000000003,
316,196159,3,99999,60,2500.000000000000000,14824.561403508749208,0.168639053254439,0,road,0.255860299002504,18656,ID000417,HWB4 ,16083000500,US 30/US 93 INTERCHANGE,State Highway Agency,506,23.0000000,1,46,46,0,,,1997,,,,N,10000,,777,4400.320499999999811,42.564003000000000,-114.574758000000003,
317,276859,4,99999,60,800.000000000000000,5000.000000000000000,0.160000000000000,0,road,1.995808921794200,18656,ID000417,HWB4 ,16083000500,US 30/US 93 INTERCHANGE,State Highway Agency,506,23.0000000,1,46,46,0,,,1997,,,,N,10000,,777,4400.320499999999811,42.564003000000000,-114.574758000000003,
318,276859,4,99999,60,800.000000000000000,5000.000000000000000,0.160000000000000,0,road,1.995808921794200,18657,ID000418,HWB4 ,16083000500,'S' COULEE CANAL,State Highway Agency,107,38.0000000,1,7,6,30,,,1996,,,,8,10000,,776,1106.318800000000010,42.564000000000000,-114.589207999999999,
319,25777,1,70426,65,11666.000000000000000,28775.850552306699683,0.405409389334796,0,road,0.076132228063885,16254,ID002891,HWB19,16005000600,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,788,3318.956299999999828,42.875000000000000,-112.424999999999997,Functionally Obsolete
320,26208,1,70426,65,9500.000000000000000,28401.515151515148318,0.334489197119232,0,road,2.569213025134070,16254,ID002891,HWB19,16005000600,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,788,3318.956299999999828,42.875000000000000,-112.424999999999997,Functionally Obsolete
321,125041,3,70426,30,1550.000000000000000,8430.000000000000000,0.183867141162515,0,road,0.068899272127093,16254,ID002891,HWB19,16005000600,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,788,3318.956299999999828,42.875000000000000,-112.424999999999997,Functionally Obsolete
322,125042,3,70426,35,6000.000000000000000,14200.000000000000000,0.422535211267606,0,road,0.063303381446078,16254,ID002891,HWB19,16005000600,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,788,3318.956299999999828,42.875000000000000,-112.424999999999997,Functionally Obsolete
323,125696,3,70426,35,6000.000000000000000,14200.000000000000000,0.422535211267606,0,road,0.079847477876046,16254,ID002891,HWB19,16005000600,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,788,3318.956299999999828,42.875000000000000,-112.424999999999997,Functionally Obsolete
324,125697,3,70426,35,6000.000000000000000,14200.000000000000000,0.422535211267606,0,road,0.050305907131936,16254,ID002891,HWB19,16005000600,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,788,3318.956299999999828,42.875000000000000,-112.424999999999997,Functionally Obsolete
325,25777,1,70426,65,11666.000000000000000,28775.850552306699683,0.405409389334796,0,road,0.076132228063885,16255,ID002892,HWB19,16005000700,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,688,3318.956299999999828,42.875278000000002,-112.425278000000006,Functionally Obsolete
326,26208,1,70426,65,9500.000000000000000,28401.515151515148318,0.334489197119232,0,road,2.569213025134070,16255,ID002892,HWB19,16005000700,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,688,3318.956299999999828,42.875278000000002,-112.425278000000006,Functionally Obsolete
327,125041,3,70426,30,1550.000000000000000,8430.000000000000000,0.183867141162515,0,road,0.068899272127093,16255,ID002892,HWB19,16005000700,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,688,3318.956299999999828,42.875278000000002,-112.425278000000006,Functionally Obsolete
328,125042,3,70426,35,6000.000000000000000,14200.000000000000000,0.422535211267606,0,road,0.063303381446078,16255,ID002892,HWB19,16005000700,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,688,3318.956299999999828,42.875278000000002,-112.425278000000006,Functionally Obsolete
329,125696,3,70426,35,6000.000000000000000,14200.000000000000000,0.422535211267606,0,road,0.079847477876046,16255,ID002892,HWB19,16005000700,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,688,3318.956299999999828,42.875278000000002,-112.425278000000006,Functionally Obsolete
330,125697,3,70426,35,6000.000000000000000,14200.000000000000000,0.422535211267606,0,road,0.050305907131936,16255,ID002892,HWB19,16005000700,STP 7341; CENTER ST. IC.,State Highway Agency,505,19.0000000,2,42,23,15,,,2007,,,,N,10500,,688,3318.956299999999828,42.875278000000002,-112.425278000000006,Functionally Obsolete
331,124976,3,70426,35,7000.000000000000000,24391.666666666649689,0.286983259309874,0,road,0.336188126625788,15987,ID001258,HWB17,16005000800,UPRR;GOULD ST OP,City or Municipal High...,505,22.0000000,4,81,21,0,,,1982,,,,N,13000,,676,5850.347999999999956,42.873772000000002,-112.460802999999999,
332,124976,3,70426,35,7000.000000000000000,24391.666666666649689,0.286983259309874,0,road,0.336188126625788,17176,ID001257,HWB3 ,16005001601,HARRISON AVE;GOULD ST OP,City or Municipal High...,505,22.0000000,1,21,21,0,,,1982,,,,N,13000,,666,1618.224799999999959,42.873210999999998,-112.461727999999994,
333,124976,3,70426,35,7000.000000000000000,24391.666666666649689,0.286983259309874,0,road,0.336188126625788,17177,ID001259,HWB3 ,16005000800,FIRST AVE;GOULD ST OP,City or Municipal High...,505,22.0000000,1,21,21,0,,,1982,,,,N,13000,,666,1618.224799999999959,42.874453000000003,-112.459686000000005,
334,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,19712,ID000106,HWB5 ,16077960200,CO.RD.;SEAGULL BAY IC,State Highway Agency,102,12.0000000,3,34,11,15,,,1963,,,,N,5750,,666,1339.473600000000033,42.834660999999997,-112.770094000000000,Functionally Obsolete
335,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,19713,ID000107,HWB5 ,16077960200,CO.RD.;SEAGULL BAY IC,State Highway Agency,102,12.0000000,3,34,11,15,,,1963,,,,N,5750,,666,1339.473600000000033,42.834778000000000,-112.770447000000004,Functionally Obsolete
336,183898,3,99999,55,1650.000000000000000,11487.500000000000000,0.143634385201306,0,road,0.751125767856034,19100,ID003108,HWB4 ,16083000800,PERRINE COULEE;BIKE PATH,State Highway Agency,505,43.0000000,1,12,11,7,,,2006,,,,8,29000,,677,2146.092000000000098,42.591667000000001,-114.471666999999997,
337,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,15799,ID000108,HWB17,16077960200,UPRR;IGO OVERPASS,State Highway Agency,502,11.0000000,3,78,26,55,,,1963,,,,N,5750,,676,2816.834199999999782,42.838946999999997,-112.769036000000000,
338,45094,1,99999,75,5250.000000000000000,28363.636363636349415,0.185096153846154,0,road,12.338296237377900,15800,ID000109,HWB17,16077960200,UPRR;IGO OVERPASS,State Highway Agency,502,11.0000000,3,78,26,55,,,1963,,,,N,5750,,666,2816.834199999999782,42.838614000000000,-112.769499999999994,
339,124977,3,70426,25,4627.000000000000000,13597.345945945950007,0.340286995594131,0,road,0.823469737536341,19881,ID003217,HWB5 ,16005001601,PORTNEUF RIVER,City or Municipal High...,102,26.0000000,3,27,9,0,,,1957,,,,5,4100,,676,2304.682600000000093,42.881110999999997,-112.473056000000000,
340,125705,3,70426,50,2050.000000000000000,15000.000000000000000,0.136666666666667,0,road,1.525025407858680,19881,ID003217,HWB5 ,16005001601,PORTNEUF RIVER,City or Municipal High...,102,26.0000000,3,27,9,0,,,1957,,,,5,4100,,676,2304.682600000000093,42.881110999999997,-112.473056000000000,
341,275954,4,99999,60,843.000000000000000,6793.187500000000000,0.124094911262202,0,road,5.379889217536440,17494,ID001827,HWB3 ,16083000500,CEDAR DRAW,Other Local Agencies,504,8.0000000,1,9,8,0,,,1968,,,,U,300,,676,252.190899999999999,42.571210999999998,-114.631435999999994,
342,275954,4,99999,60,843.000000000000000,6793.187500000000000,0.124094911262202,0,road,5.379889217536440,19005,ID002941,HWB4 ,16083000500,CEDAR CREEK DRAW,State Highway Agency,502,13.0000000,1,24,24,33,,,2002,,,,8,4500,,778,1297.636999999999944,42.572499999999998,-114.631388999999999,
343,169174,3,99998,60,15000.000000000000000,22689.393939393950859,0.661101836393988,0,road,0.255317893874537,15443,ID000843,HWB1 ,16053970500,SNAKE RIVER; PERRINE BR.,State Highway Agency,411,24.0000000,5,457,303,0,,,1976,,,,9,32000,,756,57616.693099999996775,42.600952999999997,-114.453824999999995,
344,196369,3,99999,60,13285.000000000000000,25532.715059897298488,0.520312860141770,0,road,0.607567033150704,15443,ID000843,HWB1 ,16053970500,SNAKE RIVER; PERRINE BR.,State Highway Agency,411,24.0000000,5,457,303,0,,,1976,,,,9,32000,,756,57616.693099999996775,42.600952999999997,-114.453824999999995,
345,275954,4,99999,60,843.000000000000000,6793.187500000000000,0.124094911262202,0,road,5.379889217536440,17487,ID001810,HWB3 ,16083000500,CEDAR DRAW,Other Local Agencies,502,8.0000000,1,11,9,0,,,1965,1965,,,U,670,,665,308.233299999999986,42.574669000000000,-114.631857999999994,
346,124977,3,70426,25,4627.000000000000000,13597.345945945950007,0.340286995594131,0,road,0.823469737536341,19880,ID003216,HWB5 ,16005001601,PORTNEUF RIVER,City or Municipal High...,102,26.0000000,3,27,9,0,,,1957,,,,5,4100,,565,2304.682600000000093,42.886111000000000,-112.476667000000006,
347,125705,3,70426,50,2050.000000000000000,15000.000000000000000,0.136666666666667,0,road,1.525025407858680,19880,ID003216,HWB5 ,16005001601,PORTNEUF RIVER,City or Municipal High...,102,26.0000000,3,27,9,0,,,1957,,,,5,4100,,565,2304.682600000000093,42.886111000000000,-112.476667000000006,
348,26211,1,70426,65,16000.000000000000000,29196.969696969699726,0.548002075765438,0,road,1.525534341838490,15747,ID001338,HWB16,16005001102,I 15;MONTE VISTA AVE GS,State Highway Agency,402,14.0000000,4,90,30,19,,,1997,,,,N,3100,,677,7722.833099999999831,42.892071999999999,-112.433183000000000,
349,196191,3,99999,60,2900.000000000000000,15241.452344931900370,0.190270581462292,0,road,0.996467534320763,15769,ID003107,HWB16,16083000700,ROCK CREEK,State Highway Agency,402,24.0000000,3,152,50,0,,,2011,,,,9,13000,,888,22359.440500000000611,42.593333000000001,-114.530277999999996,
350,196317,3,99999,60,4450.000000000000000,15219.526627218949216,0.292387543252596,0,road,1.355856052656260,15769,ID003107,HWB16,16083000700,ROCK CREEK,State Highway Agency,402,24.0000000,3,152,50,0,,,2011,,,,9,13000,,888,22359.440500000000611,42.593333000000001,-114.530277999999996,
351,25779,1,70426,65,14800.000000000000000,29099.846390168950165,0.508593750000000,0,road,0.274188167749583,15735,ID000167,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1999,,,,N,17500,,677,5240.493900000000394,42.897528000000001,-112.435366999999999,
352,26211,1,70426,65,16000.000000000000000,29196.969696969699726,0.548002075765438,0,road,1.525534341838490,15735,ID000167,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1999,,,,N,17500,,677,5240.493900000000394,42.897528000000001,-112.435366999999999,
353,125047,3,70426,55,5500.000000000000000,15627.272727272749762,0.351948807446190,0,road,0.006691043573259,15735,ID000167,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1999,,,,N,17500,,677,5240.493900000000394,42.897528000000001,-112.435366999999999,
354,125048,3,70426,35,5500.000000000000000,14022.727272727250238,0.392220421393840,0,road,0.082856911813403,15735,ID000167,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1999,,,,N,17500,,677,5240.493900000000394,42.897528000000001,-112.435366999999999,
355,125691,3,70426,35,4500.000000000000000,7763.636363636350325,0.579625292740048,0,road,0.151894306938914,15735,ID000167,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1999,,,,N,17500,,677,5240.493900000000394,42.897528000000001,-112.435366999999999,
356,125693,3,70426,35,5250.000000000000000,13650.000000000000000,0.384615384615385,0,road,0.159618509998616,15735,ID000167,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1999,,,,N,17500,,677,5240.493900000000394,42.897528000000001,-112.435366999999999,
357,25779,1,70426,65,14800.000000000000000,29099.846390168950165,0.508593750000000,0,road,0.274188167749583,15736,ID000168,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1998,,,,N,17500,,677,5240.493900000000394,42.897371999999997,-112.435682999999997,
358,26211,1,70426,65,16000.000000000000000,29196.969696969699726,0.548002075765438,0,road,1.525534341838490,15736,ID000168,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1998,,,,N,17500,,677,5240.493900000000394,42.897371999999997,-112.435682999999997,
359,125047,3,70426,55,5500.000000000000000,15627.272727272749762,0.351948807446190,0,road,0.006691043573259,15736,ID000168,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1998,,,,N,17500,,677,5240.493900000000394,42.897371999999997,-112.435682999999997,
360,125048,3,70426,35,5500.000000000000000,14022.727272727250238,0.392220421393840,0,road,0.082856911813403,15736,ID000168,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1998,,,,N,17500,,677,5240.493900000000394,42.897371999999997,-112.435682999999997,
361,125691,3,70426,35,4500.000000000000000,7763.636363636350325,0.579625292740048,0,road,0.151894306938914,15736,ID000168,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1998,,,,N,17500,,677,5240.493900000000394,42.897371999999997,-112.435682999999997,
362,125693,3,70426,35,5250.000000000000000,13650.000000000000000,0.384615384615385,0,road,0.159618509998616,15736,ID000168,HWB16,16005001102,I 15B;POCATELLO CREEK IC,State Highway Agency,402,19.0000000,2,45,22,15,,,1998,,,,N,17500,,677,5240.493900000000394,42.897371999999997,-112.435682999999997,
